username,services,freq,User_Id
jacquelyn_rendon,"[80, 34]",2,226
stacey_katz,[34],2,227
christa_hancock,"[30, 34]",1,228
petra_new,"[34, 38, 80]",1,229
graig_daigle,"[37, 53]",3,230
jocelyn_mosby,"[30, 34]",2,231
kristina_pepper,"[37, 34]",1,232
jerrod_mohr,[12],3,233
nilda_toro,"[80, 28]",2,234
jay_olivares,[30],2,235
elisa_culbertson,"[12, 80]",3,236
rickey_rouse,"[38, 37]",2,237
dominick_simmons,[6],2,238
laverne_cousins,"[80, 34, 30]",2,239
inez_kaye,[34],2,240
lenore_compton,[36],2,241
cruz_collier,[34],1,242
lauri_noe,[34],2,243
latanya_pool,"[80, 34, 24]",1,244
william_durant,[30],2,245
lon_hutchens,[34],2,246
alison_sales,"[30, 21]",3,247
jordan_perales,[34],3,248
anissa_schumacher,"[3, 34]",3,249
rey_grimes,"[34, 28]",2,250
loren_lugo,[34],3,251
ernestine_kearney,"[34, 36]",1,252
taylor_rincon,"[30, 80, 37]",2,253
jackson_hirsch,[34],3,254
marsha_haggard,"[21, 37]",1,255
elden_low,[15],1,256
eric_trotter,"[80, 34]",2,257
gina_toney,[30],2,258
nedra_winchester,"[34, 80, 24]",1,259
alecia_ladd,[37],1,260
jacqueline_brock,[34],2,261
vada_oreilly,[8],1,262
levi_perrin,"[34, 36]",1,263
michel_toro,[20],3,264
sally_pritchard,"[80, 28]",2,265
horace_ridgeway,[30],2,266
jonnie_bradford,[80],3,267
marlin_arriola,"[36, 34]",2,268
mickey_thurman,"[30, 34]",1,269
nita_riggins,[80],2,270
lucius_derrick,"[30, 80, 34]",1,271
vernon_luciano,[80],3,272
karen_leal,"[6, 12]",3,273
damien_choi,"[20, 34, 38]",1,274
phyllis_bowman,"[1, 37]",1,275
bernard_overstreet,[24],1,276
luke_holcomb,"[38, 20]",2,277
valarie_creighton,"[34, 40]",1,278
antone_cosby,"[8, 34]",3,279
francesca_layne,[80],3,280
marquis_rigby,[8],3,281
estella_agnew,"[36, 30]",3,282
gena_monson,[24],2,283
vikki_skidmore,[34],1,284
gary_friday,"[34, 80]",1,285
gertie_renner,"[34, 6]",3,286
lucia_valencia,[30],1,287
chang_lynn,[21],1,288
danial_custer,"[34, 28]",2,289
cleveland_rushing,"[37, 80, 28]",1,290
darin_snyder,"[30, 34, 20]",2,291
curtis_champagne,"[34, 4]",1,292
hank_finley,"[34, 40]",3,293
filiberto_muncy,[34],2,294
monty_watt,[20],2,295
lakesha_lear,[24],2,296
francis_ashby,"[30, 53]",1,297
sidney_villanueva,"[34, 30]",2,298
mike_witcher,[30],3,299
ernesto_schmitt,[3],2,300
les_kenyon,"[8, 34, 37]",3,301
arlie_atherton,"[30, 21]",1,302
idella_bogan,"[34, 30]",1,303
hollie_pollard,[34],2,304
samantha_trammell,"[34, 80]",2,305
twila_quezada,"[80, 37, 6]",2,306
erwin_crawford,"[30, 34]",1,307
darlene_hughey,"[37, 34]",3,308
markus_beattie,"[30, 34]",3,309
tina_ellison,[37],3,310
leslie_lake,"[34, 80]",1,311
keneth_laplante,"[80, 30]",1,312
jenifer_rosales,[30],2,313
sherwood_mckay,[34],1,314
zackary_ashworth,"[6, 34]",1,315
lettie_lamar,"[34, 37]",1,316
elvira_pinkney,[80],1,317
robert_perez,[80],1,318
calvin_mott,"[38, 15]",3,319
juan_betz,"[80, 21]",1,320
nedra_isaac,"[34, 3, 80]",2,321
serena_gaddy,[34],1,322
ross_mullen,[30],2,323
charmaine_cormier,[34],1,324
rocio_phifer,"[34, 30]",1,325
lorna_marra,[34],3,326
clint_settle,"[34, 20, 24]",1,327
gail_mcintire,"[80, 40, 30]",1,328
art_douglass,[34],1,329
mathew_roddy,[24],2,330
wyatt_runyon,"[53, 34]",1,331
lois_valdez,"[12, 80, 40]",2,332
rhonda_fisher,"[34, 80]",3,333
austin_willey,[34],3,334
luigi_hobson,[34],2,335
reginald_best,[6],3,336
theresa_zeigler,[30],2,337
demetrius_zepeda,"[36, 37]",2,338
elyse_lauer,[4],3,339
stacie_witt,[37],3,340
claude_batista,[34],2,341
aura_worth,[80],2,342
efrain_trujillo,"[80, 34]",1,343
christine_furlong,[34],2,344
octavio_laster,"[21, 30]",3,345
penny_melvin,"[80, 21]",1,346
joe_herring,[34],2,347
lucio_spurlock,[34],1,348
cary_drury,[12],2,349
hazel_mackay,[80],3,350
renata_mayers,"[37, 80, 62]",1,351
kesha_myers,[34],1,352
araceli_ingalls,"[24, 80, 40]",2,353
alvin_forest,"[30, 80, 21]",2,354
ward_kroll,[37],2,355
celestine_giles,[80],1,356
wendell_kingsley,[15],2,357
sherry_pickett,[80],1,358
nickolas_guffey,"[36, 37]",1,359
darleen_beard,"[80, 34]",2,360
rodrigo_sebastian,[3],3,361
adolph_ervin,"[80, 30]",3,362
jamie_goebel,"[53, 34, 37]",1,363
stewart_willson,"[12, 34]",1,364
gretchen_harbin,"[34, 30]",2,365
darius_ibarra,"[21, 53, 80]",3,366
helen_beckham,[80],2,367
emmett_bonds,[80],3,368
allyson_oh,[80],3,369
jamar_owens,[37],3,370
alonzo_jacks,"[20, 30, 6]",2,371
stan_brownlee,[34],1,372
will_fagan,[80],2,373
frederic_bear,"[40, 12]",3,374
luther_denning,[36],1,375
edith_gordon,"[30, 34, 3]",1,376
crystal_markley,[80],1,377
carmelo_urban,[53],2,378
herbert_mcgovern,[34],1,379
rae_sparks,[30],1,380
holli_demarco,"[34, 30]",2,381
darrel_nealy,[30],2,382
micaela_janssen,"[20, 34]",2,383
milford_lawless,[21],1,384
katina_sullivan,[34],1,385
louise_garcia,[34],2,386
santos_stine,"[30, 34]",2,387
julian_conroy,"[53, 21]",1,388
kerry_sutter,"[37, 30]",3,389
patrick_currier,"[34, 30]",2,390
bruce_diamond,"[80, 34]",1,391
alina_morse,"[37, 80]",2,392
jackson_heller,"[24, 34, 38]",1,393
reta_oneill,[80],2,394
ima_perea,"[80, 34]",2,395
federico_mccorkle,[34],1,396
javier_agnew,[30],2,397
sang_rainey,"[30, 34]",1,398
janie_justice,"[34, 30]",1,399
armando_hightower,[34],3,400
georgina_prescott,[40],2,401
gabrielle_ashby,[34],3,402
timothy_loy,[34],1,403
perry_duke,[34],1,404
nannie_hawes,[80],2,405
ellsworth_battles,[37],2,406
mariam_linkous,"[80, 37]",3,407
deann_reitz,"[34, 30, 80]",3,408
josue_hoffman,"[37, 30]",2,409
ruby_jernigan,[24],1,410
mitchel_guyton,"[4, 21, 38]",3,411
alana_trotter,[38],3,412
edgardo_wheat,"[36, 40, 30, 21]",3,413
helen_butcher,[80],3,414
luella_tanaka,[34],2,415
truman_sell,"[12, 30, 34]",3,416
chester_chase,"[34, 80]",3,417
deanne_sayers,"[36, 37, 28]",2,418
lance_stern,[30],2,419
angelique_sutherland,"[12, 80, 34]",2,420
arturo_fullerton,[34],2,421
duncan_richter,"[80, 30]",2,422
melisa_hickman,"[80, 34, 3]",2,423
leslie_morrill,"[15, 37]",3,424
cleo_sweat,"[34, 30]",2,425
porfirio_mcgrew,[34],2,426
jeniffer_oh,"[80, 34, 21]",3,427
terra_purcell,"[34, 30]",3,428
mariah_jensen,[37],1,429
randal_xiong,[34],1,430
madelyn_nye,[80],3,431
lee_burge,[80],1,432
janie_hammons,"[37, 54]",3,433
grover_harrington,[15],2,434
ashlee_pardo,"[34, 30]",2,435
louann_back,"[15, 34]",2,436
mitzi_guido,[34],3,437
boris_pyle,"[34, 80]",1,438
vera_beaty,"[3, 34]",2,439
refugio_van,"[37, 34]",1,440
vincenzo_fonseca,[53],2,441
augusta_christiansen,[20],1,442
willian_eden,"[34, 30]",2,443
jared_wilder,"[8, 3]",3,444
betsy_healy,"[20, 28, 34]",2,445
tasha_dickey,[80],3,446
belen_burnham,[21],3,447
ronda_staggs,"[37, 80]",2,448
aubrey_kirkwood,[34],2,449
sylvia_paradis,"[37, 20, 34]",1,450
gil_levin,"[3, 34]",2,451
harley_libby,"[6, 80]",3,452
gilbert_escobedo,[34],2,453
brooks_dickerson,"[30, 37]",3,454
laverne_beebe,"[3, 80]",3,455
deon_matthews,"[34, 80]",2,456
maura_mcnamee,"[34, 12]",3,457
dolores_kersey,"[15, 37, 36]",2,458
adelaide_worsham,[34],1,459
rebeca_macpherson,"[80, 54]",2,460
horacio_pedroza,"[38, 34]",1,461
elisha_hadley,"[80, 34]",1,462
cyril_mcdowell,[80],2,463
albert_darby,"[37, 40]",1,464
paige_shephard,"[80, 34, 30]",2,465
lance_myers,[28],2,466
bert_granger,[20],2,467
gilda_weinstein,"[54, 80]",1,468
felipe_freitas,"[30, 37]",1,469
julie_michel,"[34, 30]",2,470
dana_macklin,"[80, 34]",2,471
trinidad_hoke,"[80, 34]",1,472
olga_english,"[34, 80, 24]",2,473
aisha_woodruff,[30],2,474
claudio_oakes,[21],2,475
tad_hildebrand,"[40, 80]",2,476
herschel_hendricks,[34],2,477
travis_deberry,[34],3,478
dixie_borrego,"[80, 30]",3,479
sammy_beckman,"[37, 80]",2,480
dianne_blackburn,"[34, 38]",3,481
francis_villalobos,[80],2,482
ginny_schaffer,"[34, 30]",2,483
robin_mccord,"[34, 40]",3,484
berta_wheeler,"[34, 12]",2,485
donovan_sawyer,[34],2,486
christa_cornett,[80],1,487
ebony_greer,[12],2,488
barbara_stillwell,[34],3,489
demetrius_burrell,"[20, 34, 21]",1,490
horace_burt,"[34, 38]",2,491
gail_gagnon,"[4, 37]",1,492
robert_victor,"[15, 34]",2,493
misti_stephen,"[38, 12]",3,494
belinda_harwood,[80],3,495
lucy_schroeder,[37],3,496
doyle_seaman,"[34, 80]",3,497
ruben_pina,"[34, 30]",2,498
leanna_smart,"[30, 34]",2,499
gwen_longo,[24],1,500
jasper_ledford,[37],2,501
scot_spann,[34],3,502
rex_pedigo,[37],1,503
annetta_thompson,[80],2,504
noah_lilley,[34],3,505
willard_weis,"[37, 34]",3,506
marty_lancaster,"[37, 34]",1,507
alfonzo_mays,"[12, 34]",1,508
kristen_head,[34],1,509
camille_garrison,"[54, 34]",3,510
janet_tharp,"[30, 34, 8]",2,511
nereida_hutson,"[36, 80]",3,512
tracie_edmonds,[34],1,513
barbara_paulson,[40],1,514
molly_mondragon,"[37, 34]",3,515
cory_marvin,[30],3,516
shiela_earl,[34],1,517
astrid_swisher,"[40, 24]",2,518
dustin_baker,[34],2,519
jamal_beckett,[80],2,520
travis_broderick,[34],1,521
augustus_place,[80],1,522
luciano_brownlee,[34],3,523
truman_enos,"[30, 80]",2,524
charles_freund,"[80, 34]",1,525
sheena_broyles,"[34, 80]",1,526
burton_payton,[30],2,527
martin_troy,"[34, 30, 24]",3,528
casey_chacon,[37],2,529
lindsay_luttrell,[34],1,530
renata_jerome,[80],2,531
catalina_collett,[34],3,532
andres_heck,[34],3,533
carmen_mcalister,[34],1,534
hank_ellis,"[80, 38]",1,535
wilma_william,"[80, 40, 37, 34]",1,536
wayne_shifflett,"[80, 12]",2,537
sydney_mullis,"[34, 12, 80]",2,538
marilynn_thacker,"[34, 80]",3,539
everett_ginn,"[34, 80, 24]",1,540
jerome_mcmurray,[80],3,541
jared_villa,"[80, 30]",2,542
daniela_mccallister,"[30, 80]",1,543
boris_dehart,"[20, 80]",3,544
tracy_wiggins,"[30, 80]",1,545
rusty_crouch,"[30, 80, 40]",1,546
jamaal_blunt,"[21, 15]",2,547
pansy_silver,[34],3,548
mary_millard,[34],1,549
toni_estep,"[80, 34, 24]",1,550
joy_robles,"[4, 30]",2,551
deloris_sturgis,[34],3,552
ramon_dorris,"[34, 30, 37]",1,553
tanya_mares,[62],1,554
marsha_pounds,"[80, 30]",2,555
francis_grant,[80],2,556
nancy_frierson,"[80, 37]",3,557
lillian_vaughan,[34],2,558
lucien_penny,[34],2,559
lawrence_dial,[37],1,560
lacy_medlock,"[34, 8]",1,561
jc_fishman,[30],3,562
emilie_somerville,[15],3,563
damion_eden,"[21, 30]",1,564
hugo_lu,[36],3,565
susie_rowland,"[36, 34, 80]",2,566
erin_lovejoy,[37],3,567
anibal_willard,"[24, 34, 30]",1,568
jeana_longoria,"[30, 80]",3,569
chuck_grogan,[34],3,570
malinda_lemke,"[80, 34]",3,571
marty_lohr,[80],1,572
milo_lin,"[34, 80]",1,573
roland_jacob,"[37, 34]",2,574
elissa_lilly,"[37, 34]",1,575
albert_whitaker,"[34, 80]",2,576
jan_brinkley,"[30, 34]",2,577
devon_hinds,"[3, 15, 30]",1,578
man_david,[34],1,579
kerry_southern,"[37, 80]",2,580
fatima_catron,[80],1,581
marie_german,[21],2,582
rudolf_burchett,[37],1,583
melisa_melendez,"[40, 80]",2,584
boyce_beaty,"[80, 34]",3,585
brenton_rey,"[28, 80]",1,586
travis_goad,"[34, 30]",1,587
kenton_hardman,"[80, 34, 30]",2,588
suzette_pardo,[30],3,589
isabella_tinker,"[30, 34]",3,590
brendan_hardin,"[80, 30]",3,591
simone_cullen,[30],2,592
katy_hickson,[30],2,593
spencer_fawcett,"[80, 30]",3,594
vernon_stanford,"[30, 80]",2,595
walker_mosier,[34],3,596
reuben_rapp,[80],3,597
kristine_birch,[21],3,598
sheila_romeo,"[28, 21]",2,599
laquita_lattimore,"[37, 30]",3,600
mari_sturgeon,"[38, 12, 37]",3,601
angel_skaggs,"[80, 4]",3,602
daniela_sellars,"[30, 34, 80]",1,603
stevie_dowling,"[4, 30, 34]",2,604
raven_alcorn,[28],2,605
herbert_aguilera,"[80, 21]",3,606
chet_aiken,"[34, 28]",2,607
rosetta_coates,[34],2,608
sam_burdette,"[30, 37]",3,609
jame_shell,[34],2,610
lula_diaz,"[37, 34]",2,611
gaylord_grace,"[37, 34]",1,612
kara_negrete,[34],1,613
candice_harr,"[8, 1]",2,614
marci_burleson,"[34, 21]",1,615
sterling_pruitt,[34],3,616
leonel_wilmoth,"[37, 40]",1,617
julia_fortner,[80],1,618
adolfo_epstein,"[80, 34]",2,619
christen_lloyd,"[30, 80]",2,620
sheryl_counts,[80],1,621
lizzie_grover,[80],2,622
francine_ackerman,[80],3,623
randal_caron,"[38, 80]",2,624
valencia_mouton,[54],3,625
perry_howell,[36],1,626
consuelo_becker,"[12, 30, 38]",1,627
kerri_mast,"[34, 30]",2,628
teri_hoag,[20],1,629
lyn_downing,[15],2,630
georgina_hopkins,"[37, 34]",3,631
gregory_garvey,[80],3,632
kelly_rupp,"[80, 34]",3,633
cyril_reagan,[80],2,634
danna_daugherty,"[34, 38]",2,635
leone_bueno,"[20, 34, 30]",3,636
ruth_applegate,[34],2,637
luciano_hiatt,"[28, 30]",3,638
olivia_heaton,[36],3,639
debra_benge,"[37, 40]",3,640
corrie_royster,"[80, 34, 40]",2,641
melvin_jackman,"[37, 24]",2,642
eula_carlisle,"[34, 21, 80]",2,643
graciela_wade,[20],2,644
stephan_estevez,"[40, 80, 30]",2,645
bruce_soares,[34],1,646
santa_faulk,[80],1,647
kip_bagley,[34],1,648
jeffrey_lanning,[80],2,649
meaghan_willie,"[34, 30, 20, 80]",1,650
lavern_wade,"[80, 37]",3,651
cari_aleman,"[4, 34]",2,652
lori_burger,[30],2,653
rodrick_spencer,"[80, 12]",2,654
roger_triplett,[20],1,655
sophie_parson,[80],3,656
antoinette_mcmichael,[80],2,657
deborah_champion,[30],2,658
alecia_cordova,"[37, 8]",1,659
roberto_poore,[80],1,660
ron_whited,"[15, 80]",1,661
frances_fries,"[34, 37, 30]",1,662
milford_rowell,"[34, 37, 80]",1,663
genoveva_cole,[34],1,664
tristan_pullen,"[34, 80]",3,665
gerardo_sawyer,"[30, 34]",2,666
amos_brantley,"[80, 34]",1,667
amelia_brock,[34],3,668
gerard_holbrook,[28],1,669
erma_keaton,"[34, 28]",2,670
alissa_burleson,"[37, 34]",2,671
lilly_christopher,[34],2,672
wilber_sanderson,[30],3,673
cornelius_meyers,[30],1,674
cecilia_christensen,"[30, 37]",1,675
robyn_leone,"[80, 37]",2,676
patricia_snead,"[38, 80]",2,677
kieth_carmack,[34],2,678
lazaro_crouse,[80],1,679
taylor_tiller,"[80, 40]",1,680
ashleigh_hilton,"[34, 30]",1,681
sarah_sawyers,"[30, 12]",3,682
lester_schneider,[30],2,683
anna_moreno,"[80, 30]",1,684
dinah_thrasher,[30],3,685
hung_lau,[34],3,686
freida_chandler,[30],2,687
ulysses_tyner,[30],2,688
geneva_moser,[38],3,689
nereida_ulmer,"[34, 37, 6]",3,690
refugio_mahan,[34],2,691
jeffery_lash,"[80, 34]",3,692
lindsay_mann,"[15, 34]",2,693
taylor_mercer,"[24, 36, 37]",3,694
troy_dickey,"[34, 28]",1,695
dale_dejesus,"[38, 15, 80]",2,696
robert_larkin,[8],1,697
carolyn_wilder,"[34, 6]",1,698
thad_orth,[80],2,699
claude_timm,[30],2,700
keith_jaynes,[30],1,701
buford_anglin,[28],3,702
nelson_frazier,[34],2,703
jean_usher,[80],3,704
oliver_myrick,"[80, 34]",2,705
josef_irvin,"[20, 80]",1,706
alfred_stoker,[80],1,707
waylon_nevarez,[37],2,708
billy_dobson,[34],2,709
cesar_hammer,[34],1,710
madonna_cardwell,"[34, 62]",1,711
beau_dillon,[24],2,712
ella_marks,"[80, 37]",1,713
galen_durant,"[30, 80, 12]",3,714
thelma_dexter,[30],3,715
helen_grooms,[34],3,716
rob_joy,[80],1,717
wilber_tejada,"[80, 34]",1,718
freida_polk,"[38, 80, 34]",3,719
brenton_hannan,[21],3,720
adele_maness,"[34, 80]",3,721
sierra_wallis,"[34, 80, 12, 3]",2,722
devon_bowers,[80],2,723
nora_guay,[40],2,724
ricky_lindsey,"[34, 37, 40]",1,725
lou_daley,[34],3,726
woodrow_ezell,"[37, 80, 8]",3,727
george_free,"[80, 34]",1,728
alfonso_mccaffrey,"[34, 80, 37]",2,729
huey_peace,"[53, 34]",3,730
johnathon_laroche,[34],1,731
venita_pond,"[34, 80, 37]",1,732
mimi_urbina,[34],2,733
joe_tijerina,"[12, 80]",2,734
sebastian_ashmore,[30],2,735
renee_boyd,"[34, 80]",1,736
andra_wampler,"[34, 30]",1,737
ashleigh_peters,[34],2,738
jewel_esquivel,"[12, 80]",2,739
lanny_darby,[34],3,740
shanda_hinson,[37],2,741
nanette_hanna,"[36, 34]",2,742
mickey_arriola,"[28, 80]",1,743
rosanna_lara,"[34, 30]",3,744
kris_chu,[80],2,745
rubin_langley,"[34, 28]",1,746
soon_ontiveros,"[80, 54]",3,747
isabell_bowie,[80],2,748
frankie_langston,[80],2,749
rueben_lamar,[80],2,750
bonita_mcdonnell,[80],3,751
kent_milton,[30],3,752
jimmie_douglass,"[34, 21]",1,753
thelma_bertram,[3],3,754
marlyn_stark,[37],3,755
alice_furman,[80],2,756
gregorio_schulz,"[80, 28]",2,757
cordell_girard,"[30, 34]",3,758
tori_adler,[34],2,759
ethan_cecil,[80],1,760
dwayne_dugan,[80],1,761
ashley_driscoll,[80],3,762
otis_phillip,"[80, 62, 24]",1,763
hobert_lindstrom,"[80, 30, 15]",1,764
dion_landis,[34],3,765
concepcion_homan,[80],3,766
shelli_delaney,"[24, 34]",2,767
doris_ferrell,[34],3,768
alda_buck,[12],2,769
candy_sandlin,"[37, 34]",2,770
janice_keefer,"[30, 38]",1,771
catherine_ruffin,[36],2,772
harriet_danner,[34],2,773
troy_schindler,"[34, 30]",1,774
richard_watters,"[34, 80]",3,775
cathrine_cruz,[80],2,776
gene_batts,"[28, 38, 80]",3,777
terrence_loy,"[4, 80]",3,778
karyn_morales,"[80, 40]",1,779
marcy_youngblood,"[30, 80]",2,780
latonya_curran,"[34, 40]",2,781
marcia_march,"[80, 30]",2,782
jarrett_reiss,"[34, 80]",3,783
elvin_robson,"[37, 30]",1,784
sydney_haller,"[34, 80]",1,785
cole_metzger,[34],2,786
domingo_vigil,"[34, 6, 80]",1,787
melvin_vitale,"[80, 34]",1,788
harrison_marx,[34],1,789
colette_denny,"[34, 30, 12]",1,790
joni_welker,"[34, 80, 30]",1,791
delma_redd,[],2,792
kendrick_hendrick,"[34, 1]",2,793
kristie_soileau,"[8, 30]",2,794
andrew_ryder,[34],3,795
javier_etheridge,"[30, 34]",1,796
madeleine_koch,"[80, 34, 30, 53]",3,797
florine_larue,[38],2,798
isiah_royer,[80],3,799
